,apellido,frec_pri,frec_seg,freq_rep
64635,DE AREVALO,24,51,0
64638,DEL HUERTO,24,49,0
64650,FERNANDEZ DE LA BASTIDA,24,45,0
64651,SAEZ DEL BURGO,24,45,0
64653,DE NOGUERA,24,44,0
64654,DE QUER,24,44,0
64680,DEL TELL,24,39,0
64696,GARCIA DE LEONARDO,24,37,0
64709,LAS SANTAS,24,36,0
64723,DE LLAMAS,24,35,0
64735,ALONSO DE MEDINA,24,34,0
64737,DE ASPE,24,34,0
64754,DE GRANDES,24,33,0
64776,DEL SACRAMENTO,24,31,0
64792,LA VEGA,24,30,0
64809,RUIZ DE AREVALO,24,29,0
64816,DE MESQUITA,24,28,0
64844,GIL ALBARELLOS,24,27,0
64848,PEREZ DE URABAYEN,24,27,0
64863,DE LA A,24,26,0
64864,DE OTERO,24,26,0
64875,SAN AGAPITO,24,26,0
64881,VARELA DE LIMIA,24,26,0
64885,DIAZ DE AVILA,24,25,0
64887,DIEZ DE REVENGA,24,25,0
64890,FERRER DE COUTO,24,25,0
64898,RUIZ DE OSMA,24,25,0
64899,SAN NORBERTO,24,25,0
64919,DE FRESNO,24,24,0
64922,FERREIRA DOS SANTOS,24,24,0
64944,DE CUNS,24,23,0
64945,DE LA ESE,24,23,0
64946,DE PAULO,24,23,0
64951,GIMENEZ DE AZCARATE,24,23,0
64952,MARTIN DEL RIO,24,23,0
64970,DE SARRIA,24,22,0
64980,LOPEZ DE LA RIVA,24,22,0
64983,MARTINEZ DE BARTOLOME,24,22,0
64988,RODRIGUEZ DE MOLINA,24,22,0
64990,SAN RAIMUNDO,24,22,0
65005,DE LACOUR,24,21,0
65006,DE PLANELL,24,21,0
65013,LOPEZ DE ASIAIN,24,21,0
65034,DE IMAÑA,24,20,0
65035,DE MONTSERRAT,24,20,0
65036,DE NOBREGA,24,20,0
65043,MORENO DE ACEVEDO,24,20,0
65065,DE LASSALETTA,24,19,0
65073,LOPEZ DE LAMADRID,24,19,0
65086,RAMIREZ DE AGUILERA,24,19,0
65087,SAN NAZARIO,24,19,0
65118,PRIMO DE RIVERA,24,18,0
65137,FERNANDEZ DE QUERO,24,17,0
65182,ZULETA DE REALES,24,16,0
65191,GUZMAN DE LAZARO,24,15,0
65209,DE FRANCESCHI,24,14,0
65210,DE OTEO,24,14,0
65211,DEL BUSTIO,24,14,0
65215,EL ABD,24,14,0
65216,FERNANDEZ DE LA CIGOÑA,24,14,0
65221,GONZALEZ DE BELANDIA,24,14,0
65233,RODRIGUEZ DE SANABRIA,24,14,0
65250,DE AMBROSIO,24,13,0
65251,DEL TRIUNFO,24,13,0
65259,GARCIA DE MENDOZA,24,13,0
65267,MARTINEZ DE AGUILLO,24,13,0
65294,DA CASA,24,12,0
65295,DE ABRIL,24,12,0
65307,LOPEZ DE ELORRIAGA,24,12,0
65319,ALVAREZ DE MORALES,24,11,0
65327,DA PENHA,24,11,0
65330,EL OUASSINI,24,11,0
65341,LOPEZ DE SANTA MARIA,24,11,0
65364,ALVAREZ DE NEYRA,24,10,0
65374,DE CIEN,24,10,0
65375,DE MOOR,24,10,0
65376,DI TOMMASO,24,10,0
65383,GUTIERREZ DEL RIO,24,10,0
65391,MC CRORY,24,10,0
65396,PASQUAL DEL POBIL,24,10,0
65397,PEREZ DE ANUZITA,24,10,0
65421,DE TORD,24,9,0
65434,MARTINEZ DE SIMON,24,9,0
65444,RUIZ DE LIRA,24,9,0
65463,DE FERMIN,24,8,0
65464,DE OZA,24,8,0
65469,EL BAKKACH,24,8,0
65470,EL HAYEK,24,8,0
65471,EL MAFTOUHI,24,8,0
65485,LIRON DE ROBLES,24,8,0
65518,DE ALAMINOS,24,7,0
65524,EL GHARRAS,24,7,0
65525,EL MOUTCHOU,24,7,0
65577,EL FADEL,24,6,0
65599,ORTIZ DE ZEVALLOS,24,6,0
65643,DE DAMBORENEA,24,5,0
65644,DE SAYAS,24,5,0
65648,EL BAOUTI,24,5,0
65649,EL HALABI,24,5,0
65650,EL JABOURI,24,5,0
65694,SANCHEZ DE CAÑETE,24,5,0
65729,AL AZAMI,24,0,0
65771,BEN ALLA,24,0,0
65772,BEN BOUCHTA,24,0,0
65773,BEN LAHMAR,24,0,0
65774,BEN MASSAOUD,24,0,0
65775,BEN MBAREK,24,0,0
65891,DE CRESCENZO,24,0,0
65892,DE ERAUSQUIN,24,0,0
65893,DE LA PEZUELA,24,0,0
65897,DEL DUCA,24,0,0
65901,DI PINTO,24,0,0
65902,DI TULLIO,24,0,0
65923,ECH CHAKIR,24,0,0
65924,ECH CHAOUY,24,0,0
65925,ECH CHARQAOUI,24,0,0
65932,EL AADMI,24,0,0
65933,EL AAMRI,24,0,0
65934,EL ABBAR,24,0,0
65935,EL ADOUTI,24,0,0
65936,EL ATHMANI,24,0,0
65937,EL ATIKI,24,0,0
65938,EL ATOUI,24,0,0
65939,EL BAIDA,24,0,0
65940,EL BAOUCHI,24,0,0
65941,EL BASSIRI,24,0,0
65942,EL BEKKARI,24,0,0
65943,EL BOTI,24,0,0
65944,EL FALLOUS,24,0,0
65945,EL FAR,24,0,0
65946,EL GHACHI,24,0,0
65947,EL HAKOUR,24,0,0
65948,EL HALOUANI,24,0,0
65949,EL HAMMOUD,24,0,0
65950,EL HAMOUMI,24,0,0
65951,EL HANTLAOUI,24,0,0
65952,EL HOUDAIFI,24,0,0
65953,EL HOUSAINI,24,0,0
65954,EL JADYDY,24,0,0
65955,EL KANAR,24,0,0
65956,EL KARFOUH,24,0,0
65957,EL KHAMRAOUI,24,0,0
65958,EL KORICHI,24,0,0
65959,EL KOURAICHI,24,0,0
65960,EL KOUSSI,24,0,0
65961,EL MASSARI,24,0,0
65962,EL MILOUD,24,0,0
65963,EL MOULAT,24,0,0
65964,EL MOUYSSY,24,0,0
65965,EL OUAHDANI,24,0,0
65966,EL YAOUTI,24,0,0
65967,EL YEMLAHY,24,0,0
66266,SAEZ DE MONTAGUT,24,0,0
66336,VAN ACKER,24,0,0
66337,VAN DE VOORDE,24,0,0
66338,VAN ECK,24,0,0
66339,VAN ES,24,0,0
66340,VAN KEMPEN,24,0,0
66374,DE HERNANDEZ,23,255,0
66375,MARTINEZ DEL CAMPO,23,63,0
66384,DE ROSARIO,23,47,0
66402,SAN VICTORIANO,23,41,0
66421,JACINTO DEL CASTILLO,23,37,0
66432,MARTIN DE ROSALES,23,36,0
66439,DE CIRIA,23,35,0
66442,LOPEZ DE RODA,23,35,0
66452,DOS PASSOS,23,34,0
66480,GARCIA DE LA BARRERA,23,32,0
66495,DE NALDA,23,31,0
66496,DE PARAMO,23,31,0
66542,DE OZAETA,23,28,0
66563,DEL ROMO,23,27,0
66576,REY BALTAR,23,27,0
66577,RUIZ DE ESQUIDE,23,27,0
66578,RUIZ DE HUIDOBRO,23,27,0
66596,DE LA GARMA,23,26,0
66621,DE IRIZAR,23,25,0
66623,FERNANDEZ DE SANTOS,23,25,0
66629,POZO DE ALARCON,23,25,0
66642,DE LOS REYES GARCIA,23,24,0
66643,DE SERRANOS,23,24,0
66648,GONZALEZ DEL REY,23,24,0
66659,SANCHEZ DE AMORAGA,23,24,0
66695,DE ASTORZA,23,22,0
66696,DE QUADROS,23,22,0
66698,DIAZ DE HERRERA,23,22,0
66701,FERNANDEZ DE LA PEÑA,23,22,0
66731,LOPEZ DE EGUINOA,23,21,0
66733,MARTINEZ DE EZQUERECOCHA,23,21,0
66735,PASCUAL DE ZULUETA,23,21,0
66753,DE GORGOLAS,23,20,0
66754,DE PLAZA,23,20,0
66755,DE VIVERO,23,20,0
66761,GARCIA DE ZUÑIGA,23,20,0
66763,LADRON DE CEGAMA,23,20,0
66777,SAN CEFERINO,23,20,0
66795,DE RABANO,23,19,0
66802,IBAÑEZ DE ZUAZO,23,19,0
66804,LA CASTA,23,19,0
66809,MAC LEAN,23,19,0
66819,RUIZ DE VIANA,23,19,0
66832,DE BORDONS,23,18,0
66833,DE DONESTEVE,23,18,0
66834,DEL MUNDO,23,18,0
66854,RODRIGUEZ DE ACUÑA,23,18,0
66856,RUY DIAZ,23,18,0
66877,DE OTAOLA,23,17,0
66897,PEREZ DE ARRIBA,23,17,0
66901,SANCHEZ DE LA POZA,23,17,0
66912,COMALRENA DE SOBREGRAU,23,16,0
66914,DE ALCAZAR,23,16,0
66915,DE SAN LUIS,23,16,0
66942,RUIZ DE ZUAZU,23,16,0
66944,SAN MATEOS,23,16,0
66964,DE LA MARTIN,23,15,0
66965,DEL COTILLO,23,15,0
66974,GIL ROLDAN,23,15,0
66980,LA ROTTA,23,15,0
66995,REY CABARCOS,23,15,0
67017,DE SARRAGA,23,14,0
67025,MARTIN DE FUENTES,23,14,0
67030,ROCA DE VIÑALS,23,14,0
67037,VAN HOVE,23,14,0
67049,FERNANDEZ DE CAMPINUN,23,13,0
67054,LOPEZ DE CUELLAR,23,13,0
67055,MARTINEZ DE ARENZANA,23,13,0
67062,RUIZ DE BALUGERA,23,13,0
67080,DE MONTAGUT,23,12,0
67081,DE VILALLONGA,23,12,0
67082,DIAZ DE CASTRO,23,12,0
67088,HIDALGO DE CALCERRADA,23,12,0
67092,LOPEZ DE LEON,23,12,0
67095,MAS DE XAXAS,23,12,0
67135,GARCIA DE LA PUENTE,23,11,0
67180,DE LACY,23,10,0
67184,EL HARROUN,23,10,0
67202,PEREZ DE URRUTIA,23,10,0
67222,DE YARZA,23,9,0
67224,EL BAQQALI,23,9,0
67231,GOMEZ DEL RIO,23,9,0
67236,LATASA DE ARANIBAR,23,9,0
67254,VON HEEREN,23,9,0
67271,DE ECHEGARAY,23,8,0
67272,DE MOLLINEDO,23,8,0
67321,DE ITURRATE,23,7,0
67325,EL KOURTBI,23,7,0
67331,GARCIA DE MADARIAGA,23,7,0
67333,GOMEZ DE FIGUEROA,23,7,0
67376,BEN MANA,23,6,0
67391,DE CASTRO PALOMINO,23,6,0
67392,DE VIGURI,23,6,0
67393,EL ACHOUCH,23,6,0
67395,ES SEBAIY,23,6,0
67458,BEN YOUNES,23,5,0
67478,EL FARSIOUI,23,5,0
67479,EL GORJI,23,5,0
67480,EL HAMMAOUI,23,5,0
67481,EL HARIB,23,5,0
67482,EL KAOUAKIBI,23,5,0
67483,EL MOUKADDEM,23,5,0
67502,LOPEZ DE EGEA,23,5,0
67527,SUAREZ DEL VILLAR,23,5,0
67554,AIT HADDOU,23,0,0
67555,AIT IDIR,23,0,0
67556,AIT MHAND,23,0,0
67559,AL HAMMOUTI,23,0,0
67560,AL MESKIN,23,0,0
67575,AOULAD BEL AYACHI,23,0,0
67618,BEN AMARA,23,0,0
67619,BEN HAMDOUCH,23,0,0
67620,BEN HAMZA SHAIM,23,0,0
67727,DE ARACIL,23,0,0
67728,DE LEONARDIS,23,0,0
67733,DI VINCENZO,23,0,0
67760,EL AACHOURY,23,0,0
67761,EL AARAJ,23,0,0
67762,EL ANKOUD,23,0,0
67763,EL ARGOUBI,23,0,0
67764,EL ARROUBI,23,0,0
67765,EL ASNABI,23,0,0
67766,EL ASSARI,23,0,0
67767,EL ASSIOUI,23,0,0
67768,EL ATTAOUY,23,0,0
67769,EL AYANE,23,0,0
67770,EL FADELY,23,0,0
67771,EL GHALY,23,0,0
67772,EL GHANEMY,23,0,0
67773,EL GHANNAMI,23,0,0
67774,EL GHRISSAT,23,0,0
67775,EL GONNOUNI,23,0,0
67776,EL GRINY,23,0,0
67777,EL GUERMAT,23,0,0
67778,EL HABACHI,23,0,0
67779,EL HABSATI,23,0,0
67780,EL HAFYDY,23,0,0
67781,EL HOUFI,23,0,0
67782,EL JAOUANI,23,0,0
67783,EL KAMALI,23,0,0
67784,EL KHADIM,23,0,0
67785,EL KHALLOUKI,23,0,0
67786,EL KHARMOUDI,23,0,0
67787,EL KOUCHE,23,0,0
67788,EL MAZOUNI,23,0,0
67789,EL MOKADDEMI,23,0,0
67790,EL MOUADDINE,23,0,0
67791,EL MOUATASSIM,23,0,0
67792,EL MUSAUI,23,0,0
67793,EL OUASTANI,23,0,0
67794,EL QABITI,23,0,0
67795,EL QESSOUAR,23,0,0
67803,ES SAHRAOUY,23,0,0
67809,EZ ZAHIR,23,0,0
67817,FERNANDEZ DE TRAVANCO,23,0,0
67855,GUTIERREZ DE RAVE,23,0,0
68093,OULAD SI ALI,23,0,0
68248,VAN DER MEULEN,23,0,0
68249,VAN DRIEL,23,0,0
68250,VAN DUIJN,23,0,0
68251,VAN GESTEL,23,0,0
68252,VAN ROOIJ,23,0,0
68294,DEL CASTRO,22,58,0
68298,LOPEZ DE ARECHAGA,22,56,0
68301,DE GRANDA,22,53,0
68310,SAN BASILIO,22,46,0
68311,MARTINEZ DE AZCOITIA,22,44,0
68329,RODRIGUEZ DE QUESADA,22,40,0
68338,GIL DE REBOLEÑO,22,37,0
68373,RODRIGUEZ DE DIEGO,22,33,0
68377,GIL DE LA SERNA,22,32,0
68390,LOPEZ DE ULLIVARRI,22,31,0
68391,MARTIN DE JORGE,22,31,0
68415,LOPEZ DE MENESES,22,29,0
68420,PONS DE VALL,22,29,0
68425,CORTES DEL VALLE,22,28,0
68429,REY DE PEREA,22,28,0
68453,SAEZ DE LA MALETA,22,27,0
68487,DE PASTORS,22,25,0
68515,DE CORO,22,24,0
68516,DE ZEA,22,24,0
68525,MARTINEZ DE LA PEÑA,22,24,0
68526,MARTINEZ DE MATURANA,22,24,0
68530,ORTIZ DE ZUGASTI,22,24,0
68550,DIAZ DE SONSECA,22,23,0
68556,LOPEZ DE SANCHO,22,23,0
68584,DE LAS HAZAS,22,22,0
68585,DE PARIAS,22,22,0
68587,FERNANDEZ DE BASTIDA,22,22,0
68591,GOMEZ DE ARTECHE,22,22,0
68604,TORRES DE NAVARRA,22,22,0
68628,SAN FERNANDO,22,21,0
68651,DE ENCISO,22,20,0
68652,DO AMPARO,22,20,0
68679,DE COUTO,22,19,0
68680,DE ROCAFIGUERA,22,19,0
68681,DEL RODRIGUEZ,22,19,0
68683,DIAZ DE CEVALLOS,22,19,0
68691,GONZALEZ DE LA MOTA,22,19,0
68696,LA CAVE,22,19,0
68721,DE CODINA,22,18,0
68733,MARTINEZ DE MADINA,22,18,0
68756,DE LA PASION,22,17,0
68757,DE LOS RIOS ZARZOSA,22,17,0
68758,DE MARIANA,22,17,0
68794,DE BALLE,22,16,0
68795,DIAZ DE TEJADA,22,16,0
68797,FERNANDEZ DE ALAIZA,22,16,0
68798,GONZALEZ DE RUEDA,22,16,0
68809,RIO VALLE,22,16,0
68833,DE BAS,22,15,0
68834,DE OLAÑETA,22,15,0
68836,DUPUY DE LOME,22,15,0
68863,SANCHEZ DEL PERAL,22,15,0
68879,DEL VALLE DE LERSUNDI,22,14,0
68881,EL FEZZAZI,22,14,0
68925,DE IZAGUIRRE,22,13,0
68926,DE SAN PIO,22,13,0
68927,DEL RIO HORTEGA,22,13,0
68931,GARCIA DE SOTO,22,13,0
68933,GOMEZ DE VILLAR,22,13,0
68934,GONZALEZ DE LA TORRE,22,13,0
68951,SAN FAUSTINO,22,13,0
68960,ARNAIZ DE LAS REVILLAS,22,12,0
68970,DE JONGH,22,12,0
68971,DE SENILLOSA,22,12,0
68972,DIEGO DE SOMONTE,22,12,0
68974,EL GHAMMAT,22,12,0
68975,EL OURIACHI,22,12,0
68982,GONZALVEZ DE MIRANDA,22,12,0
69031,AL ALLAOUI,22,11,0
69040,DE CECILIO,22,11,0
69041,DE LUCCHI,22,11,0
69042,DE OCAÑA,22,11,0
69047,FLORES DE VALGAS,22,11,0
69060,MOLL DE ALBA,22,11,0
69067,RODRIGUEZ DE LOS SANTOS,22,11,0
69077,ALI MOHAMED,22,10,0
69088,DE LA ROMANA,22,10,0
69122,RUIZ DE ERENTXUN,22,10,0
69199,EL FAS,22,8,0
69200,EL HACHEMI,22,8,0
69216,KINDLER VON KNOBLOCH,22,8,0
69250,DI MAGGIO,22,7,0
69254,EL OUASSAIDI,22,7,0
69276,LE BIHAN,22,7,0
69296,SAN ABELARDO,22,7,0
69311,AL ALI,22,6,0
69326,DEL CISNE,22,6,0
69329,EL BETIOUI,22,6,0
69330,EL FARI,22,6,0
69331,EL GARN,22,6,0
69332,EL MEZOURI,22,6,0
69377,VAN DEN BOSSCHE,22,6,0
69378,VAN DER WOUDE,22,6,0
69379,VAN STEEN,22,6,0
69400,DE IPIÑA,22,5,0
69401,DE MAIO,22,5,0
69405,EL AMRAQUI,22,5,0
69406,EL FAHLI,22,5,0
69407,EL HIANI,22,5,0
69408,EL KHADRA,22,5,0
69409,EL KLALOUSSI,22,5,0
69490,AIT YETTO,22,0,0
69556,BEN ALLOUCH,22,0,0
69557,BEN EL MOKHTAR,22,0,0
69558,BEN LAARBI,22,0,0
69559,BEN MASSOUD,22,0,0
69691,DE GRAAFF,22,0,0
69692,DE RUIJTER,22,0,0
69698,DI GIULIO,22,0,0
69699,DI VITO,22,0,0
69729,EL AALY,22,0,0
69730,EL AICHI,22,0,0
69731,EL ALLATI,22,0,0
69732,EL ARAIBI,22,0,0
69733,EL ARNABI,22,0,0
69734,EL ASLANI,22,0,0
69735,EL AYAR,22,0,0
69736,EL BAJI,22,0,0
69737,EL BAKAL,22,0,0
69738,EL BANNAOUI,22,0,0
69739,EL BARBARI,22,0,0
69740,EL BAROUDY,22,0,0
69741,EL BATOUL,22,0,0
69742,EL BAZZI,22,0,0
69743,EL BOURASSI,22,0,0
69744,EL BOUSTANI,22,0,0
69745,EL FAGROUCHI,22,0,0
69746,EL FASI,22,0,0
69747,EL GARRAB,22,0,0
69748,EL GHOUTI,22,0,0
69749,EL HAKIOUI,22,0,0
69750,EL HNINI,22,0,0
69751,EL HOUJJAJI,22,0,0
69752,EL JAZIRI,22,0,0
69753,EL KABDANI,22,0,0
69754,EL KALLOUCHI,22,0,0
69755,EL KHALLAOUI,22,0,0
69756,EL KOUAZI,22,0,0
69757,EL MAKKI,22,0,0
69758,EL MARABTI,22,0,0
69759,EL MOQADDAM,22,0,0
69760,EL MORTADA,22,0,0
69761,EL OMRI,22,0,0
69762,EL QADDOURI,22,0,0
69763,EL QARFAOUI,22,0,0
69764,EL YATIM,22,0,0
69766,EN NAZEH,22,0,0
69769,ER RAFAY,22,0,0
69774,ES SALIH,22,0,0
69775,ES SOUSY,22,0,0
69776,ET TAIBI,22,0,0
69841,GOMEZ DE ITURRIAGA,22,0,0
69980,LA GRECA,22,0,0
70046,MC DONAGH,22,0,0
70047,MC FADDEN,22,0,0
70143,PEREZ DE LA ROSA,22,0,0
70234,ST CLAIR,22,0,0
70291,VAN DER SLUIS,22,0,0
70292,VAN ROMPAEY,22,0,0
70293,VAN ROSSUM,22,0,0
70360,GARCIA DE LA CHICA,21,47,0
70361,MARTINEZ DE LAPERA,21,47,0
70365,DE VILLALOBOS,21,45,0
70375,DE SAN MIGUEL,21,42,0
70382,DE HAZ,21,40,0
70395,DE LA INFANTA,21,38,0
70404,DE VAYA,21,36,0
70414,CLEMENTE DE DIEGO,21,35,0
70426,ORTIZ DE JOCANO,21,34,0
70428,DE OSA,21,33,0
70429,DO NACIMIENTO,21,33,0
70437,RUIZ DEL POZO,21,33,0
70446,DE BIEN,21,32,0
70450,MARTINEZ DE VIRGALA,21,32,0
70456,SAN PASCUAL,21,32,0
70476,DA EIRA,21,30,0
70478,DE PRAT,21,30,0
70487,DE VIGUERA,21,29,0
70488,GARCIA DE BLANES,21,29,0
70500,SAEZ DE ALBENIZ,21,29,0
70542,LOPEZ DE ECHEZARRETA,21,27,0
70569,PEREZ DE AGREDA,21,26,0
70583,DE LORITE,21,25,0
70590,LOPEZ DEL CAMPO,21,25,0
70606,DE LOZOYA,21,24,0
70635,DA TRINDADE,21,23,0
70637,DE GARRIGA,21,23,0
70638,DE MARTOS,21,23,0
70645,GOMEZ DE CARVALLO,21,23,0
70665,DE ISASI,21,22,0
70666,DE SOLER,21,22,0
70668,DUJAT DES ALLIMES,21,22,0
70699,DE LA CAVA,21,21,0
70700,DEL ALBA,21,21,0
70701,DEL PEZO,21,21,0
70705,FERNANDEZ DE MUNIAIN,21,21,0
70707,GARCIA DE LA BANDA,21,21,0
70724,SANCHEZ DE VIVAR,21,21,0
70734,DE LOMA OSORIO,21,20,0
70735,DE VIVAR,21,20,0
70736,FERNANDEZ DE MANZANOS,21,20,0
70748,RUIZ DE PELLON,21,20,0
70770,DE ARPE,21,19,0
70809,DE CARLI,21,18,0
70812,DO SOUTO,21,18,0
70836,RAMIREZ DE HARO,21,18,0
70838,RUIZ DE CENZANO,21,18,0
70850,BEL LAN,21,17,0
70866,MUÑOZ DE DIOS,21,17,0
70876,VIA DUFRESNE,21,17,0
70898,HERNANDEZ DE ALBA,21,16,0
70927,DA SOUSA,21,15,0
70928,DE BRUGADA,21,15,0
70929,DE GENOVER,21,15,0
70930,DE SAN SEBASTIAN,21,15,0
70932,EL OUASSDI,21,15,0
70936,FERNANDES DA SILVA,21,15,0
70937,FERNANDEZ DE CORRES,21,15,0
70939,GARCIA DE MOVELLAN,21,15,0
70943,GONZALEZ DE CARDENAS,21,15,0
70957,PEREZ DE LA OSSA,21,15,0
70971,ABAD DE SOTO,21,14,0
70983,CATALAN DE OCON,21,14,0
70988,DA PURIFICACAO,21,14,0
70990,DE GOYA,21,14,0
70991,DE LA POLA,21,14,0
70995,EL TAOUIL,21,14,0
71007,LOPEZ DE CERVANTES,21,14,0
71021,SANCHEZ DE MURGA,21,14,0
71043,DE LAS HIJAS,21,13,0
71052,GONZALEZ DE AUDIKANA,21,13,0
71061,PEREZ DE DIEGO,21,13,0
71066,RODRIGUEZ DE ALMANSA,21,13,0
71072,VAN HORENBEKE,21,13,0
71088,ESCRIVA DE BALAGUER,21,12,0
71093,LORENTE DE NO,21,12,0
71138,DA GRACIA,21,11,0
71139,DE CAMBRA,21,11,0
71141,DEL SORDO,21,11,0
71151,GARCIA DE CUERVA,21,11,0
71168,MONTES DE NEIRA,21,11,0
71174,PLATARD DE QUENIN,21,11,0
71185,UGUET DE RESAYRE,21,11,0
71187,VAN DER STEEN,21,11,0
71191,AL ASSBAHI,21,10,9
71195,ALVAREZ DE LASARTE,21,10,0
71205,DE BERRAZUETA,21,10,0
71211,EL FARRI,21,10,0
71212,EL KACHACHI,21,10,0
71235,MARTINEZ DE VILLA,21,10,0
71272,DE MARCHI,21,9,0
71320,DE LOMBAS,21,8,0
71322,DIEZ DE VELASCO,21,8,0
71327,EL MZOURI,21,8,0
71329,FERNANDEZ DEL AMO,21,8,0
71357,RODRIGUEZ DE LOPE,21,8,0
71366,TROS DE ILARDUYA,21,8,0
71392,DI NARDO,21,7,0
71394,EL HARCHE,21,7,0
71395,EL HIMDI,21,7,0
71443,VAN HOUTEN,21,7,0
71452,AL MANSOURI,21,6,0
71465,BEN TAYEB,21,6,0
71476,DE LORENZI,21,6,0
71479,EL BOUJI,21,6,0
71480,EL HOUCINE,21,6,0
71481,EL KAID,21,6,0
71482,ER RAIDI,21,6,0
71511,LO RE,21,6,0
71526,SAIZ DE LA HOYA,21,6,0
71562,BEN ABDELKADER,21,5,0
71584,ECH CHAIBI,21,5,0
71586,EL FETOUH,21,5,0
71587,EL HAMAMI,21,5,0
71588,EL HIRCHI,21,5,0
71589,EL ISAFI,21,5,0
71613,MC COY,21,5,0
71674,AIT ABDELLAH,21,0,0
71675,AIT LHOU,21,0,0
71676,AIT MOHA,21,0,0
71747,BEN BAMMOU,21,0,0
71748,BEN EL HADI,21,0,0
71749,BEN FARES,21,0,0
71750,BEN MASOUD,21,0,0
71914,DE DANIEL,21,0,0
71915,DE GROOTE,21,0,0
71916,DE INOCENCIO,21,0,0
71925,DI LIBERTO,21,0,0
71955,EL AABID,21,0,0
71956,EL ABBASY,21,0,0
71957,EL ACHAOUCHI,21,0,0
71958,EL AKROUT,21,0,0
71959,EL ALIOUI,21,0,0
71960,EL AMRAOUY,21,0,0
71961,EL ANAYA,21,0,0
71962,EL AYYACHI,21,0,0
71963,EL AZI,21,0,0
71964,EL BAIR,21,0,0
71965,EL BALGHOUCHI,21,0,0
71966,EL BAZE,21,0,0
71967,EL BELLAOUI,21,0,0
71968,EL BOUBKARI,21,0,0
71969,EL BOURI,21,0,0
71970,EL BOUSSETTAOUI,21,0,0
71971,EL BOUZEKRAOUI,21,0,0
71972,EL FARIBI,21,0,0
71973,EL FARKHAT,21,0,0
71974,EL GAHS,21,0,0
71975,EL GHANNAY,21,0,0
71976,EL GHOULIMI,21,0,0
71977,EL GHRARI,21,0,0
71978,EL GOURCHE,21,0,0
71979,EL HABIBI,21,0,0
71980,EL HADRY,21,0,0
71981,EL HAJLAOUI,21,0,0
71982,EL HAMITI,21,0,0
71983,EL HANINI,21,0,0
71984,EL HAOUDI,21,0,0
71985,EL HARMOUCHI,21,0,0
71986,EL HOUCHNI,21,0,0
71987,EL HOUTI,21,0,0
71988,EL JEAIDI,21,0,0
71989,EL KARIM,21,0,0
71990,EL KHAROUBI,21,0,0
71991,EL KHATIF,21,0,0
71992,EL KHIHAL,21,0,0
71993,EL KHMISSI,21,0,0
71994,EL KHOBZI,21,0,0
71995,EL KHOUKH,21,0,0
71996,EL KLAHI,21,0,0
71997,EL MAGHROUDI,21,0,0
71998,EL MALEHY,21,0,0
71999,EL MALIKY,21,0,0
72000,EL MARIAMI,21,0,0
72001,EL MERRAKCHI,21,0,0
72002,EL MOUADDAN,21,0,0
72003,EL OUARIT,21,0,0
72013,ER RADY,21,0,0
72014,ER RAHHALI,21,0,0
72017,ES SBAI,21,0,0
72054,GASTON DE IRIARTE,21,0,0
72372,OULAD EL HADJ,21,0,0
72389,PEREZ DE ANUCITA,21,0,0
72584,VAN ENGELEN,21,0,0
72634,DE GODOY,20,72,0
72642,DE RIBERA,20,50,0
72663,DE VILLARREAL,20,40,0
72667,SAN ATANASIO,20,39,0
72686,DEL SARRO,20,35,0
72693,DE LIRAS,20,34,0
72735,DE MADRE,20,30,0
72742,GOMEZ DE LAS CORTINAS,20,30,0
72755,DE LAS MARINAS,20,29,0
72767,ALONSO DE VELASCO,20,28,0
72774,DEL COSSO,20,28,0
72798,DAL RE,20,27,0
72816,DO PAZO,20,26,0
72822,HOCES DE LA GUARDIA,20,26,0
72839,ABEL DE LA CRUZ,20,25,0
72846,DE OBREGON,20,25,0
72847,DOLZ DE ESPEJO,20,25,0
72851,JIMENEZ DE MUÑANA,20,25,0
72874,DE CASACUBERTA,20,24,0
72890,SAEZ DE NANCLARES,20,24,0
72891,SAN DIONISIO,20,24,0
72901,DE AZCARRAGA,20,23,0
72902,DEL ORDEN,20,23,0
72933,DE DELAS,20,22,0
72934,DE HERA,20,22,0
72935,DE URBINA,20,22,0
72974,FERNANDEZ DE PALENCIA,20,21,0
72985,RUIZ DE LA ESCALERA,20,21,0
73003,CAÑETE DE CARDENAS,20,20,0
73004,DA MOTTA,20,20,0
73006,DE ROSSI,20,20,0
73015,GONZALEZ DE LANGARIKA,20,20,0
73026,MORENO DE GUERRA,20,20,0
73028,ORTIZ DE URTARAN,20,20,0
73031,PEREZ DE ANDA,20,20,0
73051,DE VIGO,20,19,0
73057,GIL GARCIA,20,19,0
73131,DE BELZA,20,17,0
73132,DE OROVIO,20,17,0
73136,FELIU DE CABRERA,20,17,0
73161,DE LORESECHA,20,16,0
73172,GARCIA DE OLALLA,20,16,0
73179,LAMO DE ESPINOSA,20,16,0
73193,RODRIGUEZ DE ALBA,20,16,0
73194,SAL Y ROSAS,20,16,0
73216,DE OTEYZA,20,15,0
73217,DEL PIN,20,15,0
73237,MUÑOZ DE CUERVA,20,15,0
73250,VILA SAN JUAN,20,15,0
73255,ALONSO DE SANTOCILDES,20,14,0
73256,BARJA DE QUIROGA,20,14,0
73274,GARCIA DE PESQUERA,20,14,0
73281,LOPEZ DE GARAYO,20,14,0
73296,SAN CAYO,20,14,0
