,apellido,frec_pri,frec_seg,freq_rep
38724,SAEZ DE OCARIZ,54,33,0
38727,DE JAEN,54,32,0
38742,DE EGUIA,54,29,0
38760,GUTIERREZ DE CABIEDES,54,26,0
38769,RUIZ DE VALBUENA,54,25,0
38776,RUIZ DE ALMIRON,54,23,0
38777,DE OLAZABAL,54,22,0
38798,LA ROCCA,54,16,0
38811,DI MATTEO,54,13,0
38813,EL AASRI,54,13,0
38818,DE RIDDER,54,12,0
38833,EL MOKADDAM,54,10,0
38842,ES SAIDI,54,9,0
38872,AIT AISSA,54,6,0
38877,ED DAHBI,54,6,0
38878,EL OUANSAIDI,54,6,0
38918,EL HOR,54,0,0
38919,EL MESKINI,54,0,0
38920,EL MILOUDI,54,0,0
38969,GONZALEZ DE ARTAZA,53,88,0
38984,DIAZ DE OTALORA,53,76,0
39020,DE QUESADA,53,62,0
39028,GIMENEZ DE LOS GALANES,53,61,0
39032,RUIZ DE MUNAIN,53,61,0
39067,DE LA HOYA,53,53,0
39070,DA MATA,53,52,0
39084,DEL NACIMIENTO,53,49,0
39104,ORTIZ DE LANDAZURI,53,46,0
39107,SAN CLAUDIO,53,46,0
39119,EL ARBI,53,44,0
39138,FERNANDEZ DE CASADEVANTE,53,41,0
39145,GARCIA DE LOMAS,53,40,0
39153,LOPEZ DE CEBALLOS,53,39,0
39158,DEL BIEN,53,38,0
39159,GARCIA DE MURO,53,38,0
39168,DE BETHENCOURT,53,37,0
39183,SANCHEZ DE TOCA,53,35,0
39186,MOH SALEM,53,34,0
39239,DE SANTISTEBAN,53,21,0
39254,ALVAREZ DE MON,53,18,0
39266,DI CESARE,53,15,0
39267,DI SALVO,53,15,0
39268,EL ANDALOUSSI,53,15,0
39323,EL KAMMOUNI,53,6,0
39344,ALI KHAN,53,0,0
39363,EL BOUSTATI,53,0,0
39364,EL HAOUZY,53,0,0
39365,EL JAADOUNI,53,0,0
39366,EL YAALAOUI,53,0,0
39417,DE MENEZES,52,96,0
39423,LOPEZ DE GAUNA,52,87,0
39473,DO ESPIRITO SANTO,52,62,0
39513,DE LOMAS,52,55,0
39516,DELGADO DE MOLINA,52,54,0
39542,DE LA GRACIA,52,50,0
39565,FERNANDEZ DE CUEVAS,52,47,0
39568,LOPEZ DE OÑATE,52,47,0
39571,SAN MAURO,52,47,0
39590,MARTINEZ DE LAGUNA,52,44,0
39594,SANCHEZ DE LA FUENTE,52,44,0
39602,MARTIN DE LA LEONA,52,43,0
39621,DEL ORDI,52,41,0
39636,DELGADO DE ROBLES,52,39,0
39640,DE BENAVIDES,52,38,0
39641,DE PINEDO,52,38,0
39660,DE LA MOYA,52,35,0
39682,JIMENEZ DE PARGA,52,32,0
39693,GONZALEZ DE ARA,52,30,0
39725,DIAZ DE LA GUARDIA,52,22,0
39739,DI PAOLA,52,19,0
39778,VAN VEEN,52,11,0
39820,AIT MOUSSA,52,5,0
39827,EL BOUKADDIDI,52,5,0
39828,EL YADINI,52,5,0
39838,AIT EL HAJ,52,0,0
39876,EL AOULA,52,0,0
39877,EL BOUJDAINI,52,0,0
39878,EL BOUKRI,52,0,0
39879,EL MADDAHI,52,0,0
39880,EL MANSOUR,52,0,0
39881,EL ORFI,52,0,0
39882,EL OUAHBI,52,0,0
40009,DEL PECHO,51,61,0
40024,DE OLIVES,51,58,0
40025,DE VALLE,51,58,0
40047,DE ARAGON,51,54,0
40078,DE LA GRANDA,51,49,0
40087,SAN TEODORO,51,48,0
40109,CASADO DE AMEZUA,51,43,0
40110,DIAZ DE MENDIBIL,51,43,0
40118,GOMEZ DE LA SERNA,51,42,0
40140,DE LA GRANA,51,39,0
40141,DE PARTEARROYO,51,39,0
40151,SUAREZ DE PUGA,51,39,0
40162,DE LA CANAL,51,37,0
40177,BRAVO DE SOTO,51,34,0
40192,LOPEZ DE LAS HAZAS,51,32,0
40196,DE FERNANDO,51,31,0
40205,LOPEZ DEL AMO,51,30,0
40208,DE SAGARRA,51,29,0
40216,ALONSO DE LA TORRE,51,27,0
40219,MARTIN DE POZUELO,51,27,0
40231,BELTRAN DE LUBIANO,51,24,0
40254,DIEZ DE TEJADA,51,18,0
40258,BEN SALEM,51,17,0
40260,LOPEZ DE LAPUENTE,51,17,0
40270,EL HADOUCHI,51,15,0
40301,EL OUAHRANI,51,11,0
40306,VAN WIJK,51,11,0
40326,EL KHADRAOUI,51,8,0
40330,VAN VLIET,51,8,0
40333,DE AUGUSTO,51,7,0
40334,EL BOUHAMDI,51,7,0
40335,EL HAITOUT,51,7,0
40344,DE VITA,51,6,0
40345,EL HANSALI,51,6,0
40349,AIT EL HADJ,51,5,0
40352,EL KARRICHI,51,5,0
40390,EL FAKROUNI,51,0,0
40391,EL HAFID,51,0,0
40453,DE REYES,50,169,0
40454,DE HEREDIA,50,122,0
40468,PEREZ DEL RIO,50,82,0
40507,SAN FIEL,50,61,0
40511,DEL OTERO,50,60,0
40518,DE FRANCIA,50,59,0
40519,PEREIRA DA SILVA,50,59,0
40564,SAENZ DE LAFUENTE,50,52,0
40575,DE LABRA,50,50,0
40579,SAN ANSELMO,50,50,0
40580,TRIAS DE BES,50,50,0
40615,SAN MARCOS,50,46,0
40639,DEL ROMERO,50,42,0
40640,LOPEZ DE JUAN ABAD,50,42,0
40667,FERNANDEZ DE ERIBE,50,39,0
40673,GONZALEZ DE URIARTE,50,38,0
40674,LA CASA,50,38,0
40687,PEREZ DE LARRAYA,50,37,0
40690,MARTINEZ DE MUSITU,50,36,0
40703,BEN YAHYA,50,34,0
40711,DIAZ DE LOPE DIAZ,50,33,0
40723,EL HADJ,50,32,0
40725,MARTINEZ DE EULATE,50,32,0
40735,SANCHEZ DE MORA,50,29,0
40736,DEL ARROYO,50,28,0
40756,GARCIA DE LOMANA,50,24,0
40759,LA LUETA,50,24,0
40766,DA PONTE,50,23,0
40802,EL GUEDDARI,50,15,0
40803,FERNANDEZ DE ANTONA,50,15,0
40811,EL JANATI,50,13,0
40831,EL HAFED,50,10,0
40832,EL JIRARI,50,10,0
40833,EL KHOLTI,50,10,0
40837,VAN DER HEIJDEN,50,10,0
40871,BEN LACHHAB,50,6,0
40876,EL GARNI,50,6,0
40877,EL KASSMI,50,6,0
40889,BEN LAHCEN,50,5,0
40895,EL BASRAOUI,50,5,0
40896,EL BOUTAHIRI,50,5,0
40897,EL GHOULBZOURI,50,5,0
40903,MC CORMACK,50,5,0
40941,EL AMARI,50,0,0
40942,EL HAMMADI,50,0,0
40943,EL MAADIOUI,50,0,0
40944,EL MARZOUKI,50,0,0
40945,EL MOURID,50,0,0
40946,EN NOUALI,50,0,0
40994,SAEZ DE ARREGUI,49,94,0
41006,MARTINEZ DE BAROJA,49,77,0
41007,MARTINEZ DE LUNA,49,76,0
41011,DEL BAO,49,74,0
41040,DE IBARRA,49,63,0
41044,SAN PELAYO,49,63,0
41047,DE ARCO,49,62,0
41053,ORTIZ DEL RIO,49,61,0
41066,ORTIZ DE VILLAJOS,49,58,0
41106,DE LA MONJA,49,52,0
41109,DA PAIXAO,49,51,0
41111,GARCIA DE LA RASILLA,49,51,0
41147,RUIBERRIZ DE TORRES,49,48,0
41163,DIAZ DE JUNGUITU,49,46,0
41175,DE AZPIAZU,49,45,0
41208,DE URRUTIA,49,42,0
41226,FERNANDEZ DE VEGA,49,41,0
41282,MARTINEZ DE CONTRASTA,49,34,0
41286,GARCIA DE VEGA,49,33,0
41291,DE CABANYES,49,32,0
41299,SAN RUPERTO,49,31,0
41304,SANCHEZ DE LA ROSA,49,30,0
41308,DA ASSUNCAO,49,29,0
41314,VAZQUEZ DEL REY,49,29,0
41360,MUÑOZ DE ESCALONA,49,20,0
41363,MC DONALD,49,18,0
41377,DE CRISTOBAL,49,15,0
41378,DEL SANCHEZ,49,15,0
41392,SANCHEZ DE COS,49,13,0
41395,EL KAISSI,49,12,0
41402,DE SMET,49,11,0
41436,EL KHADRI,49,8,0
41454,VAN DER LAAN,49,7,0
41461,EL CADI,49,6,0
41477,DI MAIO,49,5,0
41523,DI GIOVANNI,49,0,0
41529,EL ABBAOUI,49,0,0
41530,EL ABDALLAOUI,49,0,0
41531,EL HAJUI,49,0,0
41532,EL KHIRAOUI,49,0,0
41533,EL MALLEM,49,0,0
41534,EL MIZEB,49,0,0
41557,MC DERMOTT,49,0,0
41589,DE RODRIGUEZ,48,659,0
41590,DE RIOS,48,141,0
41603,DE AMAYA,48,69,0
41625,OCHOA DE OLANO,48,63,0
41632,DEL PAZO,48,61,0
41634,DE MEDIO,48,60,0
41650,DE LAS ALAS PUMARIÑO,48,54,0
41651,DIEZ DEL VALLE,48,54,0
41670,RUIZ DE MORALES,48,51,0
41694,SANZ DE MADRID,48,46,0
41696,DUQUE DE ESTRADA,48,45,0
41700,PEREZ DE BURGOS,48,45,0
41707,FERNANDEZ DE NOGRARO,48,44,0
41748,DE AGUINAGA,48,39,0
41750,PEREZ DE LUCIA,48,39,0
41758,DE LA MATTA,48,38,0
41759,GARCIA DE OTEYZA,48,38,0
41769,DE MORETA,48,36,0
41777,DA GRAÇA,48,35,0
41778,DE QUINTO,48,35,0
41779,DEL ROJ,48,35,0
41792,GONZALEZ DE BUITRAGO,48,34,0
41794,RUIZ BENITEZ DE LUGO,48,34,0
41797,CASO DE LOS COBOS,48,33,0
41798,DE SAN LAZARO,48,33,0
41805,DE LILLO,48,32,0
41825,DE LA RESURRECCION,48,29,0
41827,GIL DE ROZAS,48,29,0
41828,SAN RAMON,48,29,0
41830,DE ECHEVARRIA,48,28,0
41831,DEL GUAYO,48,28,0
41833,FERNANDEZ DE TERAN,48,28,0
41837,SAENZ DE PABLO,48,28,0
41866,MENOR DE GASPAR,48,22,0
41885,MARTINEZ DE MURGA,48,19,0
41897,MARTIN DE LA HINOJOSA,48,16,0
41953,EL BAYAD,48,8,0
41962,VAN DEN BROEK,48,8,0
41966,EL ASSALI,48,7,0
41980,EL ABID,48,6,0
41998,EL HARBOULI,48,5,0
41999,EL MALIKI,48,5,0
42000,EL MOUDNI,48,5,0
42038,EL GHAOUTI,48,0,0
42039,EL HAMIOUI,48,0,0
42040,EL KOULALI,48,0,0
42041,EL RHAZOUANI,48,0,0
42042,EL WALI,48,0,0
42102,DE MARTINEZ,47,537,0
42103,DE PEREZ,47,457,0
42108,DE MERLO,47,82,0
42117,DE CALA,47,74,0
42137,MARTINEZ DE BUJO,47,65,0
42146,SAENZ DEL BURGO,47,62,0
42151,ALONSO DE CELADA,47,60,0
42153,DE LA ESCOSURA,47,59,0
42171,DIAZ DE HEREDIA,47,55,0
42211,DE ALDECOA,47,48,0
42212,DE LA HIZ,47,48,0
42241,GARCIA DE GALDEANO,47,43,0
42272,DEL COZ,47,40,0
42293,DE LA CERRA,47,38,0
42309,DE LAS VECILLAS,47,37,0
42325,GARCIA DE LA CALERA,47,36,0
42326,GARCIA DE OLANO,47,36,0
42327,LA SERNA,47,36,0
42332,SAN JERONIMO,47,36,0
42342,MARTINEZ DE ITURRATE,47,35,0
42359,DE BOLOS,47,33,0
42366,DEL SOLO,47,32,0
42371,SAENZ DE LA TORRE,47,32,0
42379,DE FUENMAYOR,47,31,0
42381,GARCIA DE SORIA,47,31,0
42389,DE LOS TOYOS,47,30,0
42397,PITA DE LA VEGA,47,29,0
42408,DE RIBA,47,27,0
42410,PEREZ DE SEVILLA,47,27,0
42425,DE TEMPLE,47,24,0
42449,MOLERO DE AVILA,47,20,0
42453,ARAUZ DE ROBLES,47,19,0
42469,RODRIGUEZ DE LIZANA,47,17,0
42481,DE BOFARULL,47,15,0
42487,EL FAHSSI,47,14,0
42489,JUAN Y SEVA,47,14,0
42546,EL FADIL,47,7,0
42572,EL ABASSI,47,5,0
42583,VAN LOON,47,5,0
42620,DE MICHELE,47,0,0
42628,EL BAIDI,47,0,0
42629,EL JOUMANI,47,0,0
42630,EL KHARRIM,47,0,0
42631,EL KOURCHI,47,0,0
42632,EL MANICHI,47,0,0
42633,EL MARBOUH,47,0,0
42712,DE VILLANUEVA,46,80,0
42727,PASCUAL DEL POBIL,46,66,0
42731,DE TEBA,46,64,0
42745,MANUEL DE VILLENA,46,59,0
42755,DE LA REVILLA,46,56,0
42761,MARTINEZ DE MANDOJANA,46,56,0
42776,DE GONGORA,46,54,0
42787,DE LACALLE,46,51,0
42796,FERNANDEZ DE HENESTROSA,46,50,0
42815,RUIZ DEL MORAL,46,48,0
42860,LOPEZ DE ARREGUI,46,42,0
42869,MORALES DE LOS RIOS,46,41,0
42870,PEREZ DE LAS VACAS,46,41,0
42878,DE PEDRO JUAN,46,40,0
42880,GARCIA DE ANDOAIN,46,40,0
42904,REY STOLLE,46,38,0
42917,FERNANDEZ DE ARCAYA,46,36,0
42929,ORTIZ DE LAZCANO,46,35,0
42939,FERNANDEZ DE SORIA,46,33,0
42953,MARISCAL DE GANTE,46,32,0
42962,PEREZ DE COLOSIA,46,31,0
42969,DIAZ DEL ALAMO,46,30,0
42972,SAN PIO,46,30,0
42999,EL KAHLAOUI,46,27,0
43014,DEL CAÑIZO,46,25,0
43049,GARCIA DE LA NOCEDA,46,20,0
43067,IBAÑEZ DE ELEJALDE,46,17,0
43094,EL MOUKHTARI,46,13,0
43118,EL FAGHLOUMI,46,10,0
43129,EL OUAHHABI,46,9,0
43141,DE ALEJANDRO,46,8,0
43142,EL ACHIRI,46,8,0
43143,EL HAMMOUDI,46,8,0
43168,VAN DER HORST,46,7,0
43171,EL ABDAOUI,46,6,0
43172,EL AITOUR,46,6,0
43189,EL MERROUNI,46,5,0
43190,ES SAHLI,46,5,0
43243,EL BOUKHARY,46,0,0
43244,EL BOUKRIOUI,46,0,0
43245,EL FATEHY,46,0,0
43246,EL FATIHI,46,0,0
43247,EL GHACHAM,46,0,0
43248,EL ISMAILI,46,0,0
43249,EL MOUKHLOUFI,46,0,0
43340,DE AGUILERA,45,93,0
43344,SAN EUFRASIO,45,76,0
43351,DE RODA,45,69,0
43354,DE ZUÑIGA,45,68,0
43367,LOPEZ DE SORIA,45,62,0
43371,DE LOS ARCOS,45,61,0
43392,DE LA RIERA,45,58,0
43393,LASO DE LA VEGA,45,58,0
43394,SANCHEZ DEL CORRAL,45,58,0
43409,DE ALLER,45,55,0
43419,CADENAS DE LLANO,45,53,0
43423,GARCIA DE AMEZAGA,45,53,0
43445,DE CORTA,45,50,0
43461,OCTAVIO DE TOLEDO,45,48,0
43477,DIEZ DE ARIZALETA,45,46,0
43488,DE FERRATER,45,45,0
43489,DEL TORNO,45,45,0
43502,LA ROCHE,45,44,0
43509,DA FONTE,45,43,0
43522,MARTINEZ DE YUSO,45,42,0
43543,DE PLASENCIA,45,39,0
43568,RODRIGUEZ DE CASTRO,45,37,0
43592,NEL LO,45,34,0
43613,DE LLANZA,45,31,0
43625,RUIZ DE CLAVIJO,45,30,0
43627,DE RIO,45,29,0
43645,PEREZ DE CARCAMO,45,28,0
43655,ALONSO DE CASO,45,26,0
43659,DE ARAOZ,45,26,0
43660,DEL RUIZ,45,26,0
43672,RUIZ DE SABANDO,45,25,0
43673,SAENZ DE LA CUESTA,45,25,0
43686,GONZALEZ DE CHAVARRI,45,23,0
43711,LOPEZ DE SAN ROMAN,45,20,0
43723,BEN KADDOUR,45,18,0
43748,DE POUPLANA,45,14,0
43759,DI DOMENICO,45,12,0
43786,DE GENNARO,45,9,0
43787,DEL GIUDICE,45,9,0
43799,EL HAIMER,45,8,0
43817,EL ADRAOUI,45,7,0
43841,DE COCK,45,6,0
43859,EL AMINE,45,5,0
43860,EL OUALKADI,45,5,0
43878,BEN ABDELKRIM,45,0,0
43908,EL ABYAD,45,0,0
43909,EL AOUDATI,45,0,0
43910,EL BOAZZATI,45,0,0
43911,EL BOUAICHI,45,0,0
43912,EL GUENFOUD,45,0,0
43913,EL HAIDADI,45,0,0
43914,EL MOKADMI,45,0,0
43915,EL OUARDY,45,0,0
44004,VAN DER VELDE,45,0,0
44005,VAN DOORN,45,0,0
44014,DE GOMEZ,44,308,0
44019,DE BAYA,44,75,0
44031,FERREIRA DA SILVA,44,67,0
44040,DE MEDRANO,44,63,0
44061,GARCIA DE LAS HERAS,44,58,0
44090,DE BONILLA,44,52,0
44091,DE PINTOS,44,52,0
44096,DE NADAL,44,51,0
44100,OCHOA DE EGUILEOR,44,51,0
44124,RUIZ DE ELVIRA,44,47,0
44152,CHOQUET DE ISLA,44,43,0
44176,SAN MARCELINO,44,41,0
44198,OCHOA DE ZABALEGUI,44,38,0
44204,DE LA SIERRA LLAMAZARES,44,37,0
44207,LOPEZ DE OCHOA,44,37,0
44221,RODRIGUEZ DE LA FLOR,44,36,0
44231,SANCHEZ DE LA RODA,44,34,0
44239,SAEZ DE GORDOA,44,33,0
44255,PEREZ DE LIS,44,31,0
44275,SAN SALVADOR DEL VALLE,44,29,0
44286,ORTIZ DE URIARTE,44,28,0
44288,PEREZ DE IRIARTE,44,28,0
44312,GARCIA DE CONSUEGRA,44,25,0
44329,DE LOS MUROS,44,23,0
44330,DE MONTIS,44,23,0
44331,DE REGIL,44,23,0
44333,FERNANDEZ DE ALARCON,44,23,0
44335,SAN EVARISTO,44,23,0
44342,DEL CARRE,44,21,0
44344,SAN VIDAL,44,21,0
44345,SUAREZ DE FIGUEROA,44,21,0
44350,GARCIA DE TEJADA,44,20,0
44361,SANCHEZ DE MUNIAIN,44,19,0
44364,EL HAIMOUD,44,18,0
44380,EL KAJJOUI,44,15,0
44400,DE IGNACIO,44,12,0
44420,EL BARJIJI,44,9,0
44421,EL MOUSSAQUI,44,9,0
44452,LO PRESTI,44,7,0
44462,EL AKHDAR,44,6,0
44463,EL MASNAOUI,44,6,0
44486,EL ABDLAOUI,44,5,0
44546,ECH CHARIF,44,0,0
44547,EL AHMAR,44,0,0
44548,EL BIAD,44,0,0
44549,EL HIHI,44,0,0
44550,EL MELLALI,44,0,0
44553,ER RACHDI,44,0,0
44652,ORTIZ DE LA TORRE,43,71,0
44669,SAEZ DE HEREDIA,43,61,0
44677,DIAZ DE MONASTERIOGUREN,43,58,0
44685,DE FRANCA,43,54,0
44740,FERNANDEZ DE AVILA,43,46,0
44756,RUIZ DE LA HERRAN,43,44,0
44776,DEL PRISCO,43,42,0
44780,MARTINEZ DE CAÑAS,43,42,0
44796,PEREZ DE LARA,43,41,0
44805,BENITO DEL VALLE,43,40,0
44808,DE PONTE,43,40,0
44820,DE BARTOLOME,43,39,0
44829,ALARCON DE LA LASTRA,43,38,0
44830,ALVES DA SILVA,43,38,0
44832,DO RIO,43,38,0
44846,ORTIZ DE LUZURIAGA,43,36,0
44855,GOMEZ DEL CAMPO,43,35,0
44866,SAN CECILIO,43,34,0
44868,DE ORUETA,43,33,0
44876,DE LA SAGRA,43,32,0
44877,MIRALLES DE IMPERIAL,43,32,0
44887,DE BATLLE,43,31,0
44888,DE PRADAS,43,31,0
44889,DIAZ DE VILLEGAS,43,31,0
44926,SAN CIRILO,43,28,0
44968,FERNANDEZ DE MONJE,43,23,0
44969,GOMEZ DE LA VEGA,43,23,0
44982,MATEOS DE PORRAS,43,22,0
44995,VAN DEN EYNDE,43,20,0
44999,RAMIREZ DE ANTON,43,19,0
45000,RODRIGUEZ DE ROBLES,43,19,0
45023,EL JANTAFI,43,17,0
45105,EL ABADI,43,8,0
45106,EL HANNOUTI,43,8,0
45107,EL KABIR,43,8,0
45138,EL YAZIJI,43,6,0
45146,MIMOUN EL KHEIR,43,6,0
45160,EL HAOUASS,43,5,0
45161,EL KAFI,43,5,0
45177,AIT DAOUD,43,0,0
45188,BEN ADDI,43,0,0
45189,BEN LAHBIB,43,0,0
45219,DE CLERCQ,43,0,0
45220,DE JONGE,43,0,0
45221,DE SMEDT,43,0,0
45228,EL HAMDIOUI,43,0,0
45229,EL HIRECH,43,0,0
45230,EL HNITI,43,0,0
45231,EL JAOUHARY,43,0,0
45232,EL KANFOUD,43,0,0
45233,EL OIRZADI,43,0,0
45234,EL YOUNOSSI,43,0,0
45267,MC CABE,43,0,0
45321,VAN DE VEN,43,0,0
45337,DE PROPIOS,42,70,0
45369,DE LLAGO,42,55,0
45383,DEL RUSTE,42,52,0
45385,SAGASETA DE ILURDOZ,42,52,0
45386,DE TERRY,42,51,0
45391,JIMENEZ DE VICUÑA,42,50,0
45407,DE URIARTE,42,47,0
45408,DEL NOZAL,42,47,0
45409,GARCIA DE ARBOLEYA,42,47,0
45450,DE BODAS,42,42,0
45463,LOPEZ DE VALLEJO,42,41,0
45480,DE LA COSTA,42,39,0
45492,MARTINEZ DE LA PUENTE,42,38,0
45526,MARTINEZ DE ARAMAYONA,42,35,0
45530,DE LA GAMA,42,34,0
45531,FERNANDEZ DE GOBEO,42,34,0
45564,MORENO DE BARREDA,42,31,0
45576,DE APELLANIZ,42,30,0
45582,MORENO DE REDROJO,42,30,0
45595,DE ROSSELLO,42,28,0
45598,GONZALEZ DE VEGA,42,28,0
45642,ORTIZ DE VILLALBA,42,24,0
45664,SAEZ DE CASTILLO,42,22,0
45671,RIO MIRANDA,42,21,0
45703,MORENO DE ALBORAN,42,18,0
45733,DE VIERNA,42,14,0
45743,DE GREEF,42,13,0
45744,DE WILDE,42,13,0
45745,EL FIZAZI,42,13,0
45755,EL KAMEL,42,12,0
45762,EL MOUMEN,42,11,0
45771,AL BAKALI,42,10,0
45774,EL BEKKAOUI,42,10,0
45775,EL KAHAN,42,10,0
45787,BEN TAHER,42,9,0
45791,EL GHORRI,42,9,0
45811,EL AMRATI,42,8,0
45825,EL KADERI,42,7,0
45826,EL KAICH,42,7,0
45846,EL ADLANI,42,6,0
45847,EL HAIL,42,6,0
45867,EL MEKNASSI,42,5,0
45933,EL GHAJOUAN,42,0,0
45934,EL GHAZAOUI,42,0,0
45935,EL JAOUHAR,42,0,0
45936,EL JELD,42,0,0
45937,EL KACIMI,42,0,0
45938,EL KANZAOUI,42,0,0
45939,EL MAJDOUL,42,0,0
45940,EL MANSOURY,42,0,0
45941,EL RHAZI,42,0,0
46025,DE SANCHEZ,41,405,0
46026,DE MONTES,41,90,0
46083,ORTIZ DE SALIDO,41,55,0
46087,DE FORTUNY,41,54,0
46092,DE LAS POZAS,41,53,0
46093,GIL DE AVALLE,41,53,0
46118,FERNANDEZ DE PIÑAR,41,50,0
46120,MARTINEZ DE AZAGRA,41,50,0
46129,DE LA PRESILLA,41,49,0
46130,DEL GANSO,41,49,0
46137,DEL TRONCO,41,48,0
46144,GARCIA DE LA GALANA,41,47,0
46170,HURTADO DE SARACHO,41,43,0
46191,SAEZ DE CERAIN,41,42,0
46198,LA HABA,41,41,0
46208,DE DAMAS,41,40,0
46218,MARTINEZ DE TREVIÑO,41,39,0
46266,DE OLIVA,41,33,0
46279,DE BILBAO,41,32,0
46286,RUIZ DE ARECHAVALETA,41,32,0
46287,SAN EUSEBIO,41,32,0
46291,GARCIA DE FERNANDO,41,31,0
46302,DE CASTELLVI,41,30,0
46308,IÑIGUEZ DE GORDOA,41,29,0
46325,HERNANDEZ DE LA TORRE,41,27,0
46345,RODRIGUEZ DE LA PAZ,41,25,0
46348,DE COSTA,41,24,0
46360,FERNANDEZ DE SANTAELLA,41,22,0
46362,MOREJON DE GIRON,41,22,0
46367,DE ELVIRA,41,21,0
46371,MARTINEZ DE ZABARTE,41,21,0
46377,DE LASALA,41,20,0
46378,DE SAN MATEO,41,20,0
46394,EL HALIMI,41,18,0
46411,EL GAZI,41,16,0
46418,EL BOUSSIKHANI,41,15,0
46432,DIAZ DE BURGOS,41,13,0
46434,EL BOUMEDIANI,41,13,0
46435,EL FAYDA,41,13,0
46436,EL MAHJOUB,41,13,0
46443,DE LUCIA,41,12,0
46445,GARCIA DE TUÑON,41,12,0
46470,DE STEFANO,41,9,0
46471,DI PALMA,41,9,0
46472,EL BELGHITI,41,9,0
46473,EL FARSI,41,9,0
46490,LO GIUDICE,41,8,0
46491,MC CANN,41,8,0
46520,EL AROUI,41,6,0
46521,EL KARCHAOUI,41,6,0
46605,EL ADAK,41,0,0
46606,EL ADNANI,41,0,0
46607,EL ATI,41,0,0
46608,EL BOURIMI,41,0,0
46609,EL HAOU,41,0,0
46610,EL HICHAMI,41,0,0
46611,EL HILI,41,0,0
46612,EL MAZOUZI,41,0,0
46613,EL ORCH,41,0,0
46614,EN NACIRI,41,0,0
46615,ES SOUFI,41,0,0
46721,DE OCAMPO,40,91,0
46731,MARTINEZ DE SORIA,40,69,0
46734,ROMO DE ARCE,40,67,0
46774,TAVIEL DE ANDRADE,40,53,0
46779,DE MARTI,40,51,0
46839,DEL FORCALLO,40,43,0
46864,BRAVO DE MANSILLA,40,41,0
46866,DE NORIEGA,40,41,0
46867,DE VILLALONGA,40,41,0
46870,LOPEZ DE GUEREÑO,40,41,0
46885,DE LORENZO CACERES,40,39,0
46886,DE URIBE,40,39,0
46901,DE SARDI,40,38,0
46906,LOPEZ DE REGO,40,38,0
46921,PARDO DE VERA,40,37,0
46927,DEL SALVADOR,40,36,0
46928,DIAZ DE ARGOTE,40,36,0
46944,SAENZ DE ZAITEGUI,40,35,0
46950,DE VAYAS,40,34,0
46951,FERNANDEZ DE ZUAZO,40,34,0
46960,DE LUXAN,40,33,0
46974,DE AMORES,40,32,0
46975,DE LA VIESCA,40,32,0
46989,FLOR DE LIS,40,31,0
47006,PEREZ DE BAÑOS,40,30,0
47027,DE ZULOAGA,40,28,0
47038,SIDRACH DE CARDONA,40,28,0
47057,PREGO DE OLIVER,40,26,0
47068,LE MONNIER,40,25,0
47077,DE RIVA,40,24,0
47078,DIAZ DE YELA,40,24,0
47095,DE LA JOYA,40,23,0
47099,MARTIN DE LA PLAZA,40,23,0
47104,RUIZ DE ARGANDOÑA,40,23,0
47110,DE COLSA,40,22,0
47124,FERNANDEZ DE LA MELA,40,21,0
47138,SAN LAUREANO,40,20,0
47145,DEL SALADO,40,19,0
47146,EL FARHI,40,19,0
47147,EL KARMOUDI,40,19,0
47153,OCHOA DE OLZA,40,19,0
47165,DE PUELLES,40,17,0
47180,DI NAPOLI,40,16,0
47194,DE ARISTEGUI,40,15,0
47195,DE LESTE,40,15,0
47196,EL BOUJADDAINI,40,15,0
47213,BEN TAHAR,40,13,0
47214,EL JAAFARI,40,13,0
47223,BEN YAHIA,40,12,0
47235,EL MAACHI,40,11,0
47261,DI LEO,40,9,0
47266,LA PORTA,40,9,0
47276,DI LUCA,40,8,0
47279,VAN DE VELDE,40,8,0
47285,EL FAHOUL,40,7,0
47303,EL AOUD,40,6,0
47318,EL HARRAM,40,5,0
47339,AL BAITAR,40,0,0
47361,BEN SADDIK,40,0,0
47400,EL AADDAM,40,0,0
47401,EL ALAMY,40,0,0
47402,EL ARGABI,40,0,0
47403,EL HAFIDY,40,0,0
47404,EL HAILOUFI,40,0,0
47405,EL HANDAOUI,40,0,0
47406,EL KARKOURI,40,0,0
47407,EL KHCHIN,40,0,0
47408,EL MAROUFY,40,0,0
47409,EL OUIZI,40,0,0
47410,EL YAZNASNI,40,0,0
47411,EL YOUSOUFI,40,0,0
47412,ES SAADI,40,0,0
47518,DE BARRIOS,39,94,0
47520,DE OJEDA,39,81,0
47522,DE GIL,39,78,0
47527,DE TIEDRA,39,66,0
47539,DE OLMEDO,39,60,0
47574,CABEZAS DE HERRERA,39,50,0
47615,DE LA OLLA,39,44,0
47616,DE LAS TORRES,39,44,0
47617,DEL MARCO,39,44,0
47621,DE CARVAJAL,39,43,0
47633,PEREZ DE LECETA,39,42,0
47636,DEL TIEMPO,39,41,0
47638,MORENO DE VEGA,39,41,0
47640,PASCUAL DE RIQUELME,39,41,0
47646,SAN MODESTO,39,40,0
47649,FERNANDEZ DE GACEO,39,39,0
47652,GARCIA DEL RINCON,39,39,0
47656,RAMIS DE AYREFLOR,39,39,0
47660,GOMES DA SILVA,39,38,0
47670,GOMEZ DE ENTERRIA,39,37,0
